ID;TITLE;LINK
2707;"The History of Herodotus — Volume 1 by Herodotus (129)";https://www.gutenberg.org/ebooks/2707
35123;"The Ladies' Book of Etiquette, and Manual of Politeness by Florence Hartley (128)";https://www.gutenberg.org/ebooks/35123
114;"The Tenniel Illustrations for Carroll's Alice in Wonderland by John Tenniel (128)";https://www.gutenberg.org/ebooks/114
175;"The Phantom of the Opera by Gaston Leroux (127)";https://www.gutenberg.org/ebooks/175
147;"Common Sense by Thomas Paine (127)";https://www.gutenberg.org/ebooks/147
42704;"Salomé: A Tragedy in One Act by Oscar Wilde (127)";https://www.gutenberg.org/ebooks/42704
46976;"The Anabasis of Alexander by Arrian (127)";https://www.gutenberg.org/ebooks/46976
67092;"El paraíso perdido by John Milton (127)";https://www.gutenberg.org/ebooks/67092
59112;"R.U.R. (Rossum's Universal Robots) by Karel Čapek (126)";https://www.gutenberg.org/ebooks/59112
20968;"Three Hundred Tang Poems, Volume 1 by Various (125)";https://www.gutenberg.org/ebooks/20968
27200;"Fairy Tales of Hans Christian Andersen by H. C.  Andersen (125)";https://www.gutenberg.org/ebooks/27200
41360;"The Elementary Forms of the Religious Life by Émile Durkheim (123)";https://www.gutenberg.org/ebooks/41360
2199;"The Iliad by Homer (123)";https://www.gutenberg.org/ebooks/2199
41537;"The Divine Comedy of Dante Alighieri: The Inferno by Dante Alighieri (123)";https://www.gutenberg.org/ebooks/41537
86;"A Connecticut Yankee in King Arthur's Court by Mark Twain (123)";https://www.gutenberg.org/ebooks/86
67138;"The Sun Also Rises by Ernest Hemingway (122)";https://www.gutenberg.org/ebooks/67138
14859;"Daddy Takes Us to the Garden by Howard Roger Garis (122)";https://www.gutenberg.org/ebooks/14859
1170;"Anabasis by Xenophon (122)";https://www.gutenberg.org/ebooks/1170
42;"The Strange Case of Dr. Jekyll and Mr. Hyde by Robert Louis Stevenson (121)";https://www.gutenberg.org/ebooks/42
26471;"Spoon River Anthology by Edgar Lee Masters (121)";https://www.gutenberg.org/ebooks/26471
23700;"The Decameron of Giovanni Boccaccio by Giovanni Boccaccio (121)";https://www.gutenberg.org/ebooks/23700
18857;"A Journey to the Centre of the Earth by Jules Verne (121)";https://www.gutenberg.org/ebooks/18857
26225;"Fifteen Thousand Useful Phrases by Grenville Kleiser (120)";https://www.gutenberg.org/ebooks/26225
3201;"Moby Word Lists by Grady Ward (120)";https://www.gutenberg.org/ebooks/3201
73;"The Red Badge of Courage: An Episode of the American Civil War by Stephen Crane (119)";https://www.gutenberg.org/ebooks/73
113;"The Secret Garden by Frances Hodgson Burnett (119)";https://www.gutenberg.org/ebooks/113
34206;"The Thousand and One Nights, Vol. I. (118)";https://www.gutenberg.org/ebooks/34206
580;"The Pickwick Papers by Charles Dickens (118)";https://www.gutenberg.org/ebooks/580
11224;"Utilitarianism by John Stuart Mill (118)";https://www.gutenberg.org/ebooks/11224
2850;"The Wars of the Jews; Or, The History of the Destruction of Jerusalem by Flavius Josephus (117)";https://www.gutenberg.org/ebooks/2850
22120;"Chaucer's Works, Volume 4 — The Canterbury Tales by Geoffrey Chaucer (117)";https://www.gutenberg.org/ebooks/22120
61221;"A passage to India by E. M.  Forster (117)";https://www.gutenberg.org/ebooks/61221
8581;"The art of money getting : by P. T.  Barnum (116)";https://www.gutenberg.org/ebooks/8581
2446;"An Enemy of the People by Henrik Ibsen (116)";https://www.gutenberg.org/ebooks/2446
45109;"The Enchiridion by Epictetus (116)";https://www.gutenberg.org/ebooks/45109
4276;"North and South by Elizabeth Cleghorn Gaskell (116)";https://www.gutenberg.org/ebooks/4276
20239;"The Ten Books on Architecture by Vitruvius Pollio (116)";https://www.gutenberg.org/ebooks/20239
1756;"Uncle Vanya: Scenes from Country Life in Four Acts by Anton Pavlovich Chekhov (116)";https://www.gutenberg.org/ebooks/1756
74792;"Cuming's tour to the western country (1807-1809) by Fortescue Cuming (116)";https://www.gutenberg.org/ebooks/74792
36098;"The Flowers of Evil by Charles Baudelaire (115)";https://www.gutenberg.org/ebooks/36098
1079;"The Life and Opinions of Tristram Shandy, Gentleman by Laurence Sterne (114)";https://www.gutenberg.org/ebooks/1079
375;"An Occurrence at Owl Creek Bridge by Ambrose Bierce (114)";https://www.gutenberg.org/ebooks/375
1091;"On Heroes, Hero-Worship, and the Heroic in History by Thomas Carlyle (114)";https://www.gutenberg.org/ebooks/1091
28890;"Helps to Latin Translation at Sight by Edmund Luce (113)";https://www.gutenberg.org/ebooks/28890
50742;"The Story of Beowulf, Translated from Anglo-Saxon into Modern English Prose (113)";https://www.gutenberg.org/ebooks/50742
24571;"Der Struwwelpeter by Heinrich Hoffmann (113)";https://www.gutenberg.org/ebooks/24571
23938;"木蘭奇女傳 by Anonymous (113)";https://www.gutenberg.org/ebooks/23938
60;"The Scarlet Pimpernel by Baroness Emmuska Orczy Orczy (113)";https://www.gutenberg.org/ebooks/60
4099;"The Angel in the House by Coventry Patmore (113)";https://www.gutenberg.org/ebooks/4099
42671;"Pride and Prejudice by Jane Austen (113)";https://www.gutenberg.org/ebooks/42671
6099;"Les Fleurs du Mal by Charles Baudelaire (113)";https://www.gutenberg.org/ebooks/6099
57426;"Baron Trump's Marvellous Underground Journey by Ingersoll Lockwood (112)";https://www.gutenberg.org/ebooks/57426
972;"The Devil's Dictionary by Ambrose Bierce (112)";https://www.gutenberg.org/ebooks/972
20224;"The Invisible Government by Dan Smoot (112)";https://www.gutenberg.org/ebooks/20224
14975;"Southern Horrors: Lynch Law in All Its Phases by Ida B. Wells-Barnett (112)";https://www.gutenberg.org/ebooks/14975
1515;"The Merchant of Venice by William Shakespeare (112)";https://www.gutenberg.org/ebooks/1515
245;"Life on the Mississippi by Mark Twain (112)";https://www.gutenberg.org/ebooks/245
16643;"Essays by Ralph Waldo Emerson by Ralph Waldo Emerson (111)";https://www.gutenberg.org/ebooks/16643
8117;"The possessed : by Fyodor Dostoyevsky (111)";https://www.gutenberg.org/ebooks/8117
23218;"The Red Room by H. G.  Wells (111)";https://www.gutenberg.org/ebooks/23218
74794;"Noarderljocht : by Douwe Kalma (110)";https://www.gutenberg.org/ebooks/74794
71;"On the Duty of Civil Disobedience by Henry David Thoreau (110)";https://www.gutenberg.org/ebooks/71
38326;"Bede's Ecclesiastical History of England by Saint the Venerable Bede (110)";https://www.gutenberg.org/ebooks/38326
54;"The Marvelous Land of Oz by L. Frank  Baum (110)";https://www.gutenberg.org/ebooks/54
805;"This Side of Paradise by F. Scott  Fitzgerald (109)";https://www.gutenberg.org/ebooks/805
851;"Narrative of the Captivity and Restoration of Mrs. Mary Rowlandson by Mary White Rowlandson (109)";https://www.gutenberg.org/ebooks/851
57303;"La Divina Comedia by Dante Alighieri (109)";https://www.gutenberg.org/ebooks/57303
159;"The island of Doctor Moreau by H. G.  Wells (109)";https://www.gutenberg.org/ebooks/159
26184;"Simple Sabotage Field Manual by United States. Office of Strategic Services (108)";https://www.gutenberg.org/ebooks/26184
29433;"Nature by Ralph Waldo Emerson (108)";https://www.gutenberg.org/ebooks/29433
70954;"Trois femmes by Pierre Mille (108)";https://www.gutenberg.org/ebooks/70954
6133;"The Extraordinary Adventures of Arsène Lupin, Gentleman-Burglar by Maurice Leblanc (107)";https://www.gutenberg.org/ebooks/6133
257;"Troilus and Criseyde by Geoffrey Chaucer (107)";https://www.gutenberg.org/ebooks/257
57333;"Project Gutenberg Compilation of Short Stories by Chekhov by Anton Pavlovich Chekhov (107)";https://www.gutenberg.org/ebooks/57333
43007;"Tribute to Michael Hart by Majid AlHydar (107)";https://www.gutenberg.org/ebooks/43007
35451;"Medea of Euripides by Euripides (106)";https://www.gutenberg.org/ebooks/35451
45304;"The City of God, Volume I by Bishop of Hippo Saint Augustine (106)";https://www.gutenberg.org/ebooks/45304
932;"The Fall of the House of Usher by Edgar Allan Poe (105)";https://www.gutenberg.org/ebooks/932
14977;"The Red Record by Ida B. Wells-Barnett (105)";https://www.gutenberg.org/ebooks/14977
25282;"The Jewish State by Theodor Herzl (104)";https://www.gutenberg.org/ebooks/25282
15725;"Doña Perfecta by Benito Pérez Galdós (104)";https://www.gutenberg.org/ebooks/15725
1257;"The three musketeers by Alexandre Dumas and Auguste Maquet (104)";https://www.gutenberg.org/ebooks/1257
74795;"Gala Placidia : by Angel Guimerá (104)";https://www.gutenberg.org/ebooks/74795
38145;"Human, All Too Human: A Book for Free Spirits by Friedrich Wilhelm Nietzsche (104)";https://www.gutenberg.org/ebooks/38145
146;"A Little Princess by Frances Hodgson Burnett (104)";https://www.gutenberg.org/ebooks/146
4352;"Laughter: An Essay on the Meaning of the Comic by Henri Bergson (104)";https://www.gutenberg.org/ebooks/4352
10681;"Roget's Thesaurus of English Words and Phrases by Peter Mark Roget (104)";https://www.gutenberg.org/ebooks/10681
383;"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy by Oliver Goldsmith (104)";https://www.gutenberg.org/ebooks/383
71062;"Charmes by Paul Valéry (103)";https://www.gutenberg.org/ebooks/71062
5225;"The Satyricon — Complete by Petronius Arbiter (103)";https://www.gutenberg.org/ebooks/5225
863;"The Mysterious Affair at Styles by Agatha Christie (102)";https://www.gutenberg.org/ebooks/863
61963;"We by Evgenii Ivanovich Zamiatin (102)";https://www.gutenberg.org/ebooks/61963
4078;"The Picture of Dorian Gray by Oscar Wilde (102)";https://www.gutenberg.org/ebooks/4078
2147;"The Works of Edgar Allan Poe — Volume 1 by Edgar Allan Poe (102)";https://www.gutenberg.org/ebooks/2147
13437;"Best Russian Short Stories (101)";https://www.gutenberg.org/ebooks/13437
2946;"Howards End by E. M.  Forster (101)";https://www.gutenberg.org/ebooks/2946
51;"Anne of the Island by L. M.  Montgomery (100)";https://www.gutenberg.org/ebooks/51
40986;"The Oera Linda Book, from a Manuscript of the Thirteenth Century (100)";https://www.gutenberg.org/ebooks/40986
7205;"Also sprach Zarathustra: Ein Buch für Alle und Keinen by Friedrich Wilhelm Nietzsche (100)";https://www.gutenberg.org/ebooks/7205
14522;"The Canterville Ghost by Oscar Wilde (100)";https://www.gutenberg.org/ebooks/14522
834;"The Memoirs of Sherlock Holmes by Arthur Conan Doyle (100)";https://www.gutenberg.org/ebooks/834
1531;"Othello, the Moor of Venice by William Shakespeare (100)";https://www.gutenberg.org/ebooks/1531
289;"The Wind in the Willows by Kenneth Grahame (99)";https://www.gutenberg.org/ebooks/289
1597;"Andersen's Fairy Tales by H. C.  Andersen (99)";https://www.gutenberg.org/ebooks/1597
74771;"The greatest story in the world, period 2 (of 3) : by Horace G.  Hutchinson (99)";https://www.gutenberg.org/ebooks/74771
1526;"Twelfth Night; Or, What You Will by William Shakespeare (99)";https://www.gutenberg.org/ebooks/1526
52958;"Revelations of Divine Love (99)";https://www.gutenberg.org/ebooks/52958
816;"Democracy in America — Volume 2 by Alexis de Tocqueville (98)";https://www.gutenberg.org/ebooks/816
26659;"The Will to Believe, and Other Essays in Popular Philosophy by William James (98)";https://www.gutenberg.org/ebooks/26659
17157;"Gulliver's Travels into Several Remote Regions of the World by Jonathan Swift (98)";https://www.gutenberg.org/ebooks/17157
17135;"Twas the Night before Christmas: A Visit from St. Nicholas by Clement Clarke Moore (98)";https://www.gutenberg.org/ebooks/17135
15353;"A First Spanish Reader by Alfred Remy and Erwin W.  Roessler (98)";https://www.gutenberg.org/ebooks/15353
37423;"How We Think by John Dewey (97)";https://www.gutenberg.org/ebooks/37423
10732;"The Essays of Arthur Schopenhauer; Studies in Pessimism by Arthur Schopenhauer (97)";https://www.gutenberg.org/ebooks/10732
56463;"Bacon's Essays, and Wisdom of the Ancients by Francis Bacon (97)";https://www.gutenberg.org/ebooks/56463
1656;"Apology by Plato (97)";https://www.gutenberg.org/ebooks/1656
1056;"Martin Eden by Jack London (97)";https://www.gutenberg.org/ebooks/1056
512;"Mosses from an old manse by Nathaniel Hawthorne (97)";https://www.gutenberg.org/ebooks/512
19994;"The Aesop for Children by Aesop (96)";https://www.gutenberg.org/ebooks/19994
74786;"Historic buildings : (96)";https://www.gutenberg.org/ebooks/74786
228;"The Aeneid by Virgil (96)";https://www.gutenberg.org/ebooks/228
61262;"Poirot Investigates by Agatha Christie (95)";https://www.gutenberg.org/ebooks/61262
1519;"Much Ado about Nothing by William Shakespeare (95)";https://www.gutenberg.org/ebooks/1519
44608;"The Bābur-nāma in English (Memoirs of Bābur) by Emperor of Hindustan Babur (94)";https://www.gutenberg.org/ebooks/44608
28942;"The Junior Classics, Volume 1: Fairy and wonder tales by William Allan Neilson (94)";https://www.gutenberg.org/ebooks/28942
52190;"Ecce Homo by Friedrich Wilhelm Nietzsche (94)";https://www.gutenberg.org/ebooks/52190
3420;"A Vindication of the Rights of Woman by Mary Wollstonecraft (94)";https://www.gutenberg.org/ebooks/3420
27083;"The Subjection of Women by John Stuart Mill (94)";https://www.gutenberg.org/ebooks/27083
3333;"Os Lusíadas by Luís de Camões (93)";https://www.gutenberg.org/ebooks/3333
7178;"Swann's Way by Marcel Proust (93)";https://www.gutenberg.org/ebooks/7178
4367;"Personal Memoirs of U. S. Grant, Complete by Ulysses S.  Grant (93)";https://www.gutenberg.org/ebooks/4367
19033;"Alice's Adventures in Wonderland by Lewis Carroll (93)";https://www.gutenberg.org/ebooks/19033
49513;"The Complete Herbal by Nicholas Culpeper (92)";https://www.gutenberg.org/ebooks/49513
5720;"A Shropshire Lad by A. E.  Housman (92)";https://www.gutenberg.org/ebooks/5720
23639;"Plutarch's Morals by Plutarch (92)";https://www.gutenberg.org/ebooks/23639
3289;"The Valley of Fear by Arthur Conan Doyle (92)";https://www.gutenberg.org/ebooks/3289
830;"The Argonautica by Rhodius Apollonius (92)";https://www.gutenberg.org/ebooks/830
2610;"Notre-Dame de Paris by Victor Hugo (92)";https://www.gutenberg.org/ebooks/2610
1874;"The Railway Children by E.  Nesbit (91)";https://www.gutenberg.org/ebooks/1874
284;"The House of Mirth by Edith Wharton (91)";https://www.gutenberg.org/ebooks/284
1522;"Julius Caesar by William Shakespeare (91)";https://www.gutenberg.org/ebooks/1522
883;"Our Mutual Friend by Charles Dickens (90)";https://www.gutenberg.org/ebooks/883
1429;"The Garden Party, and Other Stories by Katherine Mansfield (90)";https://www.gutenberg.org/ebooks/1429
32854;"Arsène Lupin, gentleman-cambrioleur by Maurice Leblanc (90)";https://www.gutenberg.org/ebooks/32854
25141;"The Pursuit of God by A. W.  Tozer (89)";https://www.gutenberg.org/ebooks/25141
9105;"Reflections; or Sentences and Moral Maxims by François duc de La Rochefoucauld (89)";https://www.gutenberg.org/ebooks/9105
40580;"A General History of the Pyrates: by Daniel Defoe (89)";https://www.gutenberg.org/ebooks/40580
19725;"The History of Rome, Books 01 to 08 by Livy (89)";https://www.gutenberg.org/ebooks/19725
53489;"The Life of Lazarillo de Tormes by Anonymous (89)";https://www.gutenberg.org/ebooks/53489
583;"The Woman in White by Wilkie Collins (89)";https://www.gutenberg.org/ebooks/583
22823;"Zimmerblattpflanzen by Udo Dammer (88)";https://www.gutenberg.org/ebooks/22823
3011;"The Lady of the Lake by Walter Scott (88)";https://www.gutenberg.org/ebooks/3011
1658;"Phaedo by Plato (88)";https://www.gutenberg.org/ebooks/1658
790;"Lady Windermere's Fan by Oscar Wilde (88)";https://www.gutenberg.org/ebooks/790
10625;"A Concise Dictionary of Middle English from A.D. 1150 to 1580 by A. L.  Mayhew and Walter W.  Skeat (87)";https://www.gutenberg.org/ebooks/10625
1200;"Gargantua and Pantagruel by François Rabelais (87)";https://www.gutenberg.org/ebooks/1200
82;"Ivanhoe: A Romance by Walter Scott (87)";https://www.gutenberg.org/ebooks/82
852;"Democracy and Education: An Introduction to the Philosophy of Education by John Dewey (87)";https://www.gutenberg.org/ebooks/852
271;"Black Beauty by Anna Sewell (86)";https://www.gutenberg.org/ebooks/271
13529;"The Influence of Sea Power Upon History, 1660-1783 by A. T.  Mahan (86)";https://www.gutenberg.org/ebooks/13529
40745;"Short Stories by Fyodor Dostoyevsky (86)";https://www.gutenberg.org/ebooks/40745
22456;"The Aeneid of Virgil by Virgil (86)";https://www.gutenberg.org/ebooks/22456
24950;"Bradford's History of 'Plimoth Plantation' by William Bradford (86)";https://www.gutenberg.org/ebooks/24950
65661;"Der Zauberberg. Erster Band by Thomas Mann (86)";https://www.gutenberg.org/ebooks/65661
5333;"Every Man in His Humor by Ben Jonson (86)";https://www.gutenberg.org/ebooks/5333
2130;"Utopia by Saint Thomas More (86)";https://www.gutenberg.org/ebooks/2130
599;"Vanity Fair by William Makepeace Thackeray (86)";https://www.gutenberg.org/ebooks/599
28020;"History of Woman Suffrage, Volume I (85)";https://www.gutenberg.org/ebooks/28020
36805;"Spanish Tales for Beginners (85)";https://www.gutenberg.org/ebooks/36805
2587;"Life Is a Dream by Pedro Calderón de la Barca (85)";https://www.gutenberg.org/ebooks/2587
1064;"The Masque of the Red Death by Edgar Allan Poe (85)";https://www.gutenberg.org/ebooks/1064
8121;"Ghosts by Henrik Ibsen (85)";https://www.gutenberg.org/ebooks/8121
227;"Aeneidos by Virgil (85)";https://www.gutenberg.org/ebooks/227
2509;"The Lani People by Jesse F.  Bone (85)";https://www.gutenberg.org/ebooks/2509
4039;"Volpone; Or, The Fox by Ben Jonson (84)";https://www.gutenberg.org/ebooks/4039
40074;"A Dictionary of Cebuano Visayan by John U. Wolff (84)";https://www.gutenberg.org/ebooks/40074
885;"An Ideal Husband by Oscar Wilde (83)";https://www.gutenberg.org/ebooks/885
1252;"Le Morte d'Arthur: Volume 2 by Sir Thomas Malory (83)";https://www.gutenberg.org/ebooks/1252
6124;"Pamela, or Virtue Rewarded by Samuel Richardson (83)";https://www.gutenberg.org/ebooks/6124
25063;"The Beggar's Opera; to Which is Prefixed the Musick to Each Song by John Gay (83)";https://www.gutenberg.org/ebooks/25063
69566;"The Egyptian Book of the dead (83)";https://www.gutenberg.org/ebooks/69566
6867;"Lineage, Life and Labors of José Rizal, Philippine Patriot by Austin Craig (82)";https://www.gutenberg.org/ebooks/6867
27805;"The Wind in the Willows by Kenneth Grahame (81)";https://www.gutenberg.org/ebooks/27805
7986;"Plays by Anton Chekhov, Second Series by Anton Pavlovich Chekhov (81)";https://www.gutenberg.org/ebooks/7986
3186;"The Mysterious Stranger, and Other Stories by Mark Twain (81)";https://www.gutenberg.org/ebooks/3186
9622;"Lyrical Ballads, With a Few Other Poems (1798) by Samuel Taylor Coleridge and William Wordsworth (81)";https://www.gutenberg.org/ebooks/9622
785;"On the Nature of Things by Titus Lucretius Carus (81)";https://www.gutenberg.org/ebooks/785
57821;"Scenes in the Life of Harriet Tubman by Sarah H.  Bradford (81)";https://www.gutenberg.org/ebooks/57821
23997;"Eugene Oneguine [Onegin] by Aleksandr Sergeevich Pushkin (80)";https://www.gutenberg.org/ebooks/23997
40549;"The Private Life of the Romans by Harold Whetstone Johnston (80)";https://www.gutenberg.org/ebooks/40549
26654;"Peter and Wendy by J. M.  Barrie (80)";https://www.gutenberg.org/ebooks/26654
5921;"The History of Don Quixote, Volume 1, Complete by Miguel de Cervantes Saavedra (80)";https://www.gutenberg.org/ebooks/5921
1962;"A Defence of Poesie and Poems by Philip Sidney (80)";https://www.gutenberg.org/ebooks/1962
5682;"Fundamental Principles of the Metaphysic of Morals by Immanuel Kant (80)";https://www.gutenberg.org/ebooks/5682
15396;"Tender Buttons by Gertrude Stein (79)";https://www.gutenberg.org/ebooks/15396
21;"Aesop's Fables by Aesop (79)";https://www.gutenberg.org/ebooks/21
4507;"As a man thinketh by James Allen (79)";https://www.gutenberg.org/ebooks/4507
12814;"Philippine Folk Tales (79)";https://www.gutenberg.org/ebooks/12814
38219;"A General Introduction to Psychoanalysis by Sigmund Freud (79)";https://www.gutenberg.org/ebooks/38219
55283;"The Bet, and other stories by Anton Pavlovich Chekhov (79)";https://www.gutenberg.org/ebooks/55283
47;"Anne of Avonlea by L. M.  Montgomery (79)";https://www.gutenberg.org/ebooks/47
6157;"What Men Live By, and Other Tales by graf Leo Tolstoy (78)";https://www.gutenberg.org/ebooks/6157
14264;"The Practice and Science of Drawing by Harold Speed (78)";https://www.gutenberg.org/ebooks/14264
108;"The Return of Sherlock Holmes by Arthur Conan Doyle (78)";https://www.gutenberg.org/ebooks/108
33;"The Scarlet Letter by Nathaniel Hawthorne (78)";https://www.gutenberg.org/ebooks/33
8102;"The Forme of Cury: A Roll of Ancient English Cookery Compiled, about A.D. 1390 by Samuel Pegge (78)";https://www.gutenberg.org/ebooks/8102
1672;"Gorgias by Plato (78)";https://www.gutenberg.org/ebooks/1672
1097;"Mrs. Warren's Profession by Bernard Shaw (78)";https://www.gutenberg.org/ebooks/1097
5116;"Pragmatism: A New Name for Some Old Ways of Thinking by William James (78)";https://www.gutenberg.org/ebooks/5116
63256;"The American Diary of a Japanese Girl by Yoné Noguchi (78)";https://www.gutenberg.org/ebooks/63256
29376;"Bahnwärter Thiel by Gerhart Hauptmann (77)";https://www.gutenberg.org/ebooks/29376
107;"Far from the Madding Crowd by Thomas Hardy (77)";https://www.gutenberg.org/ebooks/107
58866;"The Murder on the Links by Agatha Christie (77)";https://www.gutenberg.org/ebooks/58866
6885;"The Indolence of the Filipino by José Rizal (77)";https://www.gutenberg.org/ebooks/6885
32;"Herland by Charlotte Perkins Gilman (77)";https://www.gutenberg.org/ebooks/32
2040;"Confessions of an English Opium-Eater by Thomas De Quincey (77)";https://www.gutenberg.org/ebooks/2040
39868;"Glinda of Oz by L. Frank  Baum (77)";https://www.gutenberg.org/ebooks/39868
74787;"The happy tree by Rosalind Murray (77)";https://www.gutenberg.org/ebooks/74787
42988;"Nursing as Caring: A Model for Transforming Practice by Anne Boykin and Savina O'Bryan Schoenhofer (77)";https://www.gutenberg.org/ebooks/42988
500;"The Adventures of Pinocchio by Carlo Collodi (77)";https://www.gutenberg.org/ebooks/500
1292;"The Way of the World by William Congreve (77)";https://www.gutenberg.org/ebooks/1292
66048;"The Interpretation of Dreams by Sigmund Freud (77)";https://www.gutenberg.org/ebooks/66048
68283;"The call of Cthulhu by H. P.  Lovecraft (76)";https://www.gutenberg.org/ebooks/68283
26296;"Les mille et une nuits, tome premier (76)";https://www.gutenberg.org/ebooks/26296
35977;"Letters of Abelard and Heloise by Peter Abelard and Héloïse (76)";https://www.gutenberg.org/ebooks/35977
6688;"The Mill on the Floss by George Eliot (76)";https://www.gutenberg.org/ebooks/6688
20656;"Old Christmas: from the Sketch Book of Washington Irving by Washington Irving (76)";https://www.gutenberg.org/ebooks/20656
28500;"All About Coffee by William H.  Ukers (76)";https://www.gutenberg.org/ebooks/28500
9628;"Buried Cities: Pompeii, Olympia, Mycenae (Complete) by Jennie Hall (76)";https://www.gutenberg.org/ebooks/9628
28553;"How it Works by Archibald Williams (76)";https://www.gutenberg.org/ebooks/28553
62383;"A Biblia Sagrada, Contendo o Velho e o Novo Testamento (76)";https://www.gutenberg.org/ebooks/62383
519;"A Kidnapped Santa Claus by L. Frank  Baum (75)";https://www.gutenberg.org/ebooks/519
28233;"Philosophiae Naturalis Principia Mathematica by Isaac Newton (75)";https://www.gutenberg.org/ebooks/28233
48433;"Kant's Critique of Judgement by Immanuel Kant (74)";https://www.gutenberg.org/ebooks/48433
25609;"A Child's Garden of Verses by Robert Louis Stevenson (74)";https://www.gutenberg.org/ebooks/25609
24518;"Memoirs of Extraordinary Popular Delusions and the Madness of Crowds by Charles Mackay (74)";https://www.gutenberg.org/ebooks/24518
10800;"The Anatomy of Melancholy by Robert Burton (74)";https://www.gutenberg.org/ebooks/10800
20;"Paradise Lost by John Milton (74)";https://www.gutenberg.org/ebooks/20
21076;"The First Six Books of the Elements of Euclid by John Casey and Euclid (74)";https://www.gutenberg.org/ebooks/21076
63772;"The Girl's Own Paper, Vol. XX, No. 1029, September 16, 1899 by Various (74)";https://www.gutenberg.org/ebooks/63772
47001;"De Officiis by Marcus Tullius Cicero (74)";https://www.gutenberg.org/ebooks/47001
2981;"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete by Giacomo Casanova (74)";https://www.gutenberg.org/ebooks/2981
40505;"Scurvy, Past and Present by Alfred F. Hess (74)";https://www.gutenberg.org/ebooks/40505
30658;"Kamerplanten: Handboek tot het kweeken van planten in de kamer by Max Hesdörffer (73)";https://www.gutenberg.org/ebooks/30658
37734;"Some Jewish Witnesses For Christ by Aaron Bernstein (73)";https://www.gutenberg.org/ebooks/37734
14155;"Madame Bovary by Gustave Flaubert (73)";https://www.gutenberg.org/ebooks/14155
9182;"Villette by Charlotte Brontë (73)";https://www.gutenberg.org/ebooks/9182
8954;"Lady Audley's Secret by M. E.  Braddon (73)";https://www.gutenberg.org/ebooks/8954
15210;"Darkwater: Voices from Within the Veil by W. E. B.  Du Bois (73)";https://www.gutenberg.org/ebooks/15210
21000;"Faust: Eine Tragödie [erster Teil] by Johann Wolfgang von Goethe (73)";https://www.gutenberg.org/ebooks/21000
8525;"Eve's Diary, Complete by Mark Twain (73)";https://www.gutenberg.org/ebooks/8525
981;"Beowulf (72)";https://www.gutenberg.org/ebooks/981
2383;"The Canterbury Tales, and Other Poems by Geoffrey Chaucer (72)";https://www.gutenberg.org/ebooks/2383
22994;"The Frontier in American History by Frederick Jackson Turner (72)";https://www.gutenberg.org/ebooks/22994
421;"Kidnapped by Robert Louis Stevenson (72)";https://www.gutenberg.org/ebooks/421
575;"The Essays or Counsels, Civil and Moral by Francis Bacon (71)";https://www.gutenberg.org/ebooks/575
1081;"Dead Souls by Nikolai Vasilevich Gogol (71)";https://www.gutenberg.org/ebooks/1081
45524;"The Open Boat and Other Stories by Stephen Crane (71)";https://www.gutenberg.org/ebooks/45524
4081;"The Alchemist by Ben Jonson (71)";https://www.gutenberg.org/ebooks/4081
969;"The Tenant of Wildfell Hall by Anne Brontë (71)";https://www.gutenberg.org/ebooks/969
2376;"Up from Slavery: An Autobiography by Booker T. Washington (71)";https://www.gutenberg.org/ebooks/2376
54027;"Nil Darpan; or, The Indigo Planting Mirror, A Drama. by Dinabandhu Mitra (71)";https://www.gutenberg.org/ebooks/54027
25716;"灵历集光 by Shangjie Song (71)";https://www.gutenberg.org/ebooks/25716
16269;"Thought-Forms by Annie Besant and C. W.  Leadbeater (71)";https://www.gutenberg.org/ebooks/16269
32689;"Encyclopaedia Britannica, 11th Edition, "Dinard" to "Dodsworth, Roger" by Various (71)";https://www.gutenberg.org/ebooks/32689
25719;"The Privateer's-Man, One hundred Years Ago by Frederick Marryat (71)";https://www.gutenberg.org/ebooks/25719
5669;"Considerations on Representative Government by John Stuart Mill (70)";https://www.gutenberg.org/ebooks/5669
4583;"Dialogues Concerning Natural Religion by David Hume (70)";https://www.gutenberg.org/ebooks/4583
32032;"Second Variety by Philip K. Dick (70)";https://www.gutenberg.org/ebooks/32032
39742;"Half a Man: The Status of the Negro in New York by Mary White Ovington (70)";https://www.gutenberg.org/ebooks/39742
1719;"The Ballad of the White Horse by G. K.  Chesterton (70)";https://www.gutenberg.org/ebooks/1719
8809;"Aesop's Fables by Aesop (70)";https://www.gutenberg.org/ebooks/8809
5402;"1811 Dictionary of the Vulgar Tongue by Francis Grose (70)";https://www.gutenberg.org/ebooks/5402
13707;"Twice-told tales by Nathaniel Hawthorne (70)";https://www.gutenberg.org/ebooks/13707
39452;"The Pilgrim's Progress by John Bunyan Every Child Can Read by John Bunyan (70)";https://www.gutenberg.org/ebooks/39452
376;"A Journal of the Plague Year by Daniel Defoe (70)";https://www.gutenberg.org/ebooks/376
48438;"Rizal's own story of his life by José Rizal (70)";https://www.gutenberg.org/ebooks/48438
22976;"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, (70)";https://www.gutenberg.org/ebooks/22976
10947;"The Best American Humorous Short Stories (69)";https://www.gutenberg.org/ebooks/10947
